"site_id","seasonyr","season","prcp","tmin","tmax"
2,2012,"fall",207.79,5.41802197802198,15.3230769230769
2,2012,"spring",252.97,4.21489130434783,15.4354347826087
2,2012,"summer",366.67,15.2461956521739,25.7253260869565
2,2013,"fall",248.49,4.25659340659341,15.6879120879121
2,2013,"spring",252.48,1.59989130434783,12.8677173913043
2,2013,"summer",337.28,15.5602173913043,25.9411956521739
2,2013,"winter",348.86,-6.20101123595506,3.21820224719101
2,2014,"fall",247.25,5.58648351648352,15.5398901098901
2,2014,"spring",252.87,0.0101086956521739,11.4703260869565
2,2014,"summer",318.96,14.1784782608696,25.3260869565217
2,2014,"winter",308.67,-8.81288888888889,0.479444444444445
2,2015,"fall",260.12,5.69241758241758,17.2217582417582
2,2015,"spring",216.66,0.60195652173913,12.6783695652174
2,2015,"summer",285.16,14.8246739130435,24.8629347826087
2,2015,"winter",415.78,-9.92788888888889,-0.0283333333333333
2,2016,"fall",379.52,5.82835164835165,16.4815384615385
2,2016,"spring",235.34,2.04434782608696,13.1425
2,2016,"summer",206.45,15.1713043478261,26.6314130434783
2,2016,"winter",312.44,-4.63197802197802,5.14527472527473
2,2017,"fall",266.07,7.02714285714286,17.608021978022
2,2017,"spring",460.86,1.73358695652174,11.4876086956522
2,2017,"summer",253.68,14.6614130434783,25.3608695652174
2,2017,"winter",300.09,-5.65505617977528,3.93258426966292
2,2018,"fall",530.08,5.27384615384615,14.0118681318681
2,2018,"spring",292.87,1.7370652173913,12.5432608695652
2,2018,"summer",332.14,15.42,25.9126086956522
2,2018,"winter",287.66,-7.99522222222222,1.91611111111111
2,2019,"fall",260.14,4.6767032967033,14.7326373626374
2,2019,"spring",277.69,1.21434782608696,11.5925
2,2019,"summer",338.44,14.6911956521739,25.4257608695652
2,2019,"winter",305.92,-7.78377777777778,2.05233333333333
2,2020,"fall",282.96,5.27868131868132,16.5312087912088
2,2020,"spring",276.99,1.90467391304348,12.8786956521739
2,2020,"summer",211.98,15.6773913043478,26.2188043478261
2,2020,"winter",384.32,-5.98868131868132,3.55362637362637
2,2021,"fall",381.77,6.72549450549451,16.7197802197802
2,2021,"spring",250.35,1.98771739130435,13.5458695652174
2,2021,"summer",414.5,15.8690217391304,25.7610869565217
2,2021,"winter",278.36,-6.3176404494382,2.74988764044944
2,2022,"fall",346.92,5.51472527472527,16.7495604395604
2,2022,"spring",224.57,2.32673913043478,13.6417391304348
2,2022,"summer",242.61,15.2936956521739,26.6765217391304
2,2022,"winter",271.07,-7.61455555555556,2.92433333333333
2,2023,"fall",291,6.30857142857143,16.3876923076923
2,2023,"spring",365.55,2.38978260869565,13.5140217391304
2,2023,"summer",541.28,15.2184782608696,24.2613043478261
2,2023,"winter",348.05,-4.824,4.523
443,2012,"fall",171.08,3.86384615384615,15.8189010989011
443,2012,"spring",193.93,4.93304347826087,18.6945652173913
443,2012,"summer",162.93,14.8809782608696,29.6973913043478
443,2013,"fall",179.8,4.15791208791209,15.7234065934066
443,2013,"spring",245.37,1.70945652173913,13.7047826086957
443,2013,"summer",364.59,14.7897826086957,26.5584782608696
443,2013,"winter",248.44,-6.4252808988764,2.30348314606742
443,2014,"fall",200.19,3.74945054945055,14.7974725274725
443,2014,"spring",239.86,0.124565217391304,13.255652173913
443,2014,"summer",314.73,14.1258695652174,26.4359782608696
443,2014,"winter",219.43,-12.0077777777778,-2.38488888888889
443,2015,"fall",185.07,6.12615384615385,18.4876923076923
443,2015,"spring",233.12,2.05521739130435,14.9461956521739
443,2015,"summer",308.11,14.1567391304348,26.3020652173913
443,2015,"winter",132.49,-10.3521111111111,-1.22655555555556
443,2016,"fall",238.37,6.5421978021978,18.596043956044
443,2016,"spring",259.42,2.65467391304348,15.2985869565217
443,2016,"summer",243.46,15.4723913043478,28.9103260869565
443,2016,"winter",153.04,-4.71043956043956,3.90626373626374
443,2017,"fall",274.57,5.2932967032967,17.2406593406593
443,2017,"spring",284.56,3.2154347826087,14.5336956521739
443,2017,"summer",201,14.0246739130435,27.2732608695652
443,2017,"winter",218.31,-5.11955056179775,3.17707865168539
443,2018,"fall",283.33,5.22208791208791,14.6068131868132
443,2018,"spring",361.92,1.62945652173913,13.6883695652174
443,2018,"summer",208.38,15.5475,27.9822826086957
443,2018,"winter",207.96,-8.65888888888889,0.844666666666667
443,2019,"fall",319.96,4.86230769230769,15.2856043956044
443,2019,"spring",336.47,1.47934782608696,13.3459782608696
443,2019,"summer",338.42,14.7715217391304,27.3047826086957
443,2019,"winter",160.65,-7.37022222222222,1.268
443,2020,"fall",208.64,4.29978021978022,16.5051648351648
443,2020,"spring",288.86,2.36510869565217,13.8338043478261
443,2020,"summer",292.64,14.9785869565217,28.6716304347826
443,2020,"winter",231.39,-4.91010989010989,3.03945054945055
443,2021,"fall",351.21,6.40175824175824,17.2698901098901
443,2021,"spring",215.49,2.12826086956522,16.5808695652174
443,2021,"summer",472.63,16.0451086956522,28.0904347826087
443,2021,"winter",141.42,-7.08224719101124,1.09044943820225
443,2022,"fall",105.82,4.75285714285714,17.2314285714286
443,2022,"spring",247.91,2.62228260869565,14.6027173913043
443,2022,"summer",240.92,14.5954347826087,28.0276086956522
443,2022,"winter",200.75,-7.84644444444444,1.60844444444444
443,2023,"fall",148.24,5.39604395604396,16.2932967032967
443,2023,"spring",221.83,1.72728260869565,15.0919565217391
443,2023,"summer",399.97,13.7914130434783,26.5577173913043
443,2023,"winter",195.2,-4.23622222222222,3.46933333333333
459,2012,"fall",206.08,7.9243956043956,21.0295604395604
459,2012,"spring",256.27,10.9832608695652,25.0632608695652
459,2012,"summer",209.03,18.9101086956522,33.9457608695652
459,2013,"fall",283.97,8.58362637362637,20.8310989010989
459,2013,"spring",312.46,6.20782608695652,18.7896739130435
459,2013,"summer",265.45,18.0578260869565,30.2554347826087
459,2013,"winter",223.7,-1.39977528089888,10.337191011236
459,2014,"fall",245.81,7.94384615384615,20.2503296703297
459,2014,"spring",299.23,6.47880434782609,20.235652173913
459,2014,"summer",235.39,18.0730434782609,30.036847826087
459,2014,"winter",151.62,-5.60344444444444,7.04266666666667
459,2015,"fall",366.91,9.68351648351648,22.2810989010989
459,2015,"spring",484.54,8.08989130434783,20.1617391304348
459,2015,"summer",498.44,19.1152173913043,30.3082608695652
459,2015,"winter",202.77,-3.34755555555556,6.77788888888889
459,2016,"fall",226.89,10.3594505494505,24.0191208791209
459,2016,"spring",276.94,8.17217391304348,21.3380434782609
459,2016,"summer",347.47,19.9014130434783,31.4001086956522
459,2016,"winter",296.85,-1.05472527472527,11.4952747252747
459,2017,"fall",77.33,8.85593406593407,22.9779120879121
459,2017,"spring",837.45,8.50945652173913,21.3019565217391
459,2017,"summer",243.21,18.1235869565217,29.8129347826087
459,2017,"winter",203.73,-0.735955056179775,11.21
459,2018,"fall",381.73,8.48153846153846,19.753956043956
459,2018,"spring",482.22,7.4675,20.894347826087
459,2018,"summer",287.48,19.383152173913,31.8036956521739
459,2018,"winter",335.04,-3.405,8.67844444444444
459,2019,"fall",535.16,8.46307692307692,21.4553846153846
459,2019,"spring",360.27,7.43804347826087,19.9469565217391
459,2019,"summer",425.97,18.7219565217391,30.1860869565217
459,2019,"winter",381.35,-1.62733333333333,8.76566666666667
459,2020,"fall",260.6,8.54714285714286,21.6551648351648
459,2020,"spring",685.53,7.83760869565217,19.6388043478261
459,2020,"summer",245.29,18.6004347826087,30.8610869565217
459,2020,"winter",276.85,-0.733736263736264,9.88241758241758
459,2021,"fall",242.89,9.6232967032967,23.1362637362637
459,2021,"spring",552.21,7.72554347826087,20.5835869565217
459,2021,"summer",215.86,19.4529347826087,31.4988043478261
459,2021,"winter",180.96,-3.13955056179775,7.7347191011236
459,2022,"fall",311.81,7.73483516483516,22.2837362637363
459,2022,"spring",521.26,8.06804347826087,20.9052173913043
459,2022,"summer",191.05,19.6142391304348,33.5178260869565
459,2022,"winter",349.85,-2.01344444444444,11.6827777777778
459,2023,"fall",246.73,8.88186813186813,22.6969230769231
459,2023,"spring",349.12,7.35760869565217,21.1153260869565
459,2023,"summer",389.92,18.9205434782609,32.0591304347826
459,2023,"winter",276.43,-0.597666666666667,10.949
859,2012,"fall",247.76,5.51769230769231,17.4256043956044
859,2012,"spring",248.12,7.65978260869565,20.6598913043478
859,2012,"summer",208.34,16.9113043478261,30.323152173913
859,2013,"fall",287.89,6.28571428571429,17.4428571428571
859,2013,"spring",257.52,4.88641304347826,16.1892391304348
859,2013,"summer",480.39,16.8523913043478,27.6386956521739
859,2013,"winter",240.62,-3.75022471910112,4.76685393258427
859,2014,"fall",150.45,5.62373626373626,16.581978021978
859,2014,"spring",361.82,4.09130434782609,16.6420652173913
859,2014,"summer",498.95,16.3261956521739,27.533152173913
859,2014,"winter",225.98,-8.24288888888889,1.26833333333333
859,2015,"fall",229.08,8.11769230769231,20.0848351648352
859,2015,"spring",306.5,5.06869565217391,17.3142391304348
859,2015,"summer",426.62,16.4897826086957,27.3233695652174
859,2015,"winter",218,-7.48844444444444,1.41855555555556
859,2016,"fall",237.16,8.43021978021978,20.8556043956044
859,2016,"spring",280.96,5.78782608695652,18.0398913043478
859,2016,"summer",320.49,18.3770652173913,29.7261956521739
859,2016,"winter",239.61,-2.88835164835165,6.76
859,2017,"fall",340.58,7.26373626373626,18.8607692307692
859,2017,"spring",365.85,6.26217391304348,18.0182608695652
859,2017,"summer",334.68,16.3498913043478,27.9832608695652
859,2017,"winter",233.4,-2.17224719101124,6.43393258426966
859,2018,"fall",475.02,7.97021978021978,17.2150549450549
859,2018,"spring",336.86,4.98152173913043,16.5529347826087
859,2018,"summer",452.89,17.9434782608696,28.778152173913
859,2018,"winter",269.62,-5.24333333333333,3.99255555555556
859,2019,"fall",208.12,6.97714285714286,19.1968131868132
859,2019,"spring",332.01,5.32282608695652,16.9495652173913
859,2019,"summer",322.5,17.4119565217391,28.8263043478261
859,2019,"winter",286.45,-4.03744444444444,4.54255555555556
859,2020,"fall",305.24,7.0656043956044,18.7643956043956
859,2020,"spring",523.75,5.17010869565217,16.3178260869565
859,2020,"summer",237.32,17.5021739130435,29.6665217391304
859,2020,"winter",264.52,-2.57879120879121,6.02648351648352
859,2021,"fall",264.15,8.53065934065934,19.3916483516484
859,2021,"spring",252.55,4.88739130434783,18.1797826086957
859,2021,"summer",429.01,18.2002173913043,28.9861956521739
859,2021,"winter",163.79,-4.57865168539326,2.84303370786517
859,2022,"fall",204.78,6.55142857142857,18.4094505494506
859,2022,"spring",332.4,5.8254347826087,17.8634782608696
859,2022,"summer",415.35,17.2501086956522,28.740652173913
859,2022,"winter",339.08,-4.72611111111111,5.21488888888889
859,2023,"fall",132.62,7.21054945054945,19.0187912087912
859,2023,"spring",288.51,4.51673913043478,17.5665217391304
859,2023,"summer",372.79,16.3317391304348,27.6360869565217
859,2023,"winter",211.31,-2.185,7.22077777777778
1380,2012,"fall",76.54,11.5886813186813,25.2894505494505
1380,2012,"spring",205.39,7.93271739130435,20.9097826086957
1380,2012,"summer",0.41,13.5315217391304,27.0702173913043
1380,2013,"fall",33.38,9.88945054945055,24.7642857142857
1380,2013,"spring",50.15,8.95847826086957,22.7688043478261
1380,2013,"summer",1.2,13.5667391304348,27.6748913043478
1380,2013,"winter",172.59,4.4461797752809,17.1859550561798
1380,2014,"fall",34.66,11.8563736263736,26.6706593406593
1380,2014,"spring",62.79,9.43445652173913,23.4582608695652
1380,2014,"summer",0,14.2797826086957,27.8784782608696
1380,2014,"winter",142.73,5.91,20.662
1380,2015,"fall",23.23,12.037032967033,26.7807692307692
1380,2015,"spring",23.41,8.82478260869565,22.9778260869565
1380,2015,"summer",27.61,14.4563043478261,28.0417391304348
1380,2015,"winter",236.61,7.50944444444444,19.8637777777778
1380,2016,"fall",62.25,10.9420879120879,25.6225274725275
1380,2016,"spring",100.01,9.13684782608696,21.6477173913043
1380,2016,"summer",0,13.7877173913043,28.4971739130435
1380,2016,"winter",195.42,6.12197802197802,19.3756043956044
1380,2017,"fall",8.22,11.5859340659341,26.1627472527473
1380,2017,"spring",54.25,9.25076086956522,22.7138043478261
1380,2017,"summer",0,14.7390217391304,28.6466304347826
1380,2017,"winter",679.07,6.3476404494382,16.534606741573
1380,2018,"fall",82.99,10.4102197802198,25.3320879120879
1380,2018,"spring",176.42,7.90532608695652,20.765
1380,2018,"summer",0,14.4294565217391,29.2978260869565
1380,2018,"winter",76.6,5.42222222222222,20.4314444444444
1380,2019,"fall",63.42,10.4934065934066,25.7197802197802
1380,2019,"spring",180.92,8.76326086956522,20.0103260869565
1380,2019,"summer",0,13.7770652173913,26.8830434782609
1380,2019,"winter",487.22,5.233,16.442
1380,2020,"fall",2.96,11.4484615384615,26.4294505494506
1380,2020,"spring",243.32,8.83739130434783,21.0907608695652
1380,2020,"summer",0,13.7163043478261,27.9841304347826
1380,2020,"winter",170.99,5.78483516483517,18.2565934065934
1380,2021,"fall",51.53,10.801978021978,24.973956043956
1380,2021,"spring",34.71,7.48054347826087,21.2046739130435
1380,2021,"summer",0,14.2214130434783,28.5548913043478
1380,2021,"winter",203.27,5.50988764044944,19.4248314606742
1380,2022,"fall",50.69,11.1165934065934,25.0623076923077
1380,2022,"spring",47.68,8.41641304347826,22.7641304347826
1380,2022,"summer",0,14.3045652173913,28.6447826086957
1380,2022,"winter",256.97,5.35622222222222,18.367
1380,2023,"fall",9.91,11.0941758241758,25.0895604395604
1380,2023,"spring",292.34,8.02804347826087,18.91
1380,2023,"summer",29.21,14.1739130434783,27.3783695652174
1380,2023,"winter",707.93,5.29677777777778,16.0127777777778
1419,2012,"fall",165.03,3.47725274725275,15.5392307692308
1419,2012,"spring",208.41,6.09510869565217,18.3964130434783
1419,2012,"summer",133.68,16.1766304347826,29.5707608695652
1419,2013,"fall",188.13,4.13296703296703,15.5525274725275
1419,2013,"spring",355.07,1.66489130434783,12.6003260869565
1419,2013,"summer",291.38,14.9948913043478,26.5420652173913
1419,2013,"winter",231.38,-7.66078651685393,1.46370786516854
1419,2014,"fall",197.13,3.13395604395604,14.0223076923077
1419,2014,"spring",190.28,0.864673913043478,13.0789130434783
1419,2014,"summer",471.25,15.145652173913,26.3178260869565
1419,2014,"winter",159.88,-14.7007777777778,-4.41455555555556
1419,2015,"fall",289.68,6.58483516483517,17.6331868131868
1419,2015,"spring",286.06,2.38184782608696,14.8707608695652
1419,2015,"summer",432.74,14.9245652173913,25.9841304347826
1419,2015,"winter",91.63,-10.5334444444444,-1.91288888888889
1419,2016,"fall",232.82,7.82945054945055,18.6
1419,2016,"spring",343.04,3.84402173913043,15.3901086956522
1419,2016,"summer",344.44,16.705652173913,27.8426086956522
1419,2016,"winter",198.7,-5.39076923076923,2.33384615384615
1419,2017,"fall",272.18,5.65516483516484,16.6796703296703
1419,2017,"spring",360.72,3.20836956521739,14.5788043478261
1419,2017,"summer",408.88,14.8295652173913,26.8463043478261
1419,2017,"winter",142.09,-6.51730337078652,2.04584269662921
1419,2018,"fall",309.68,4.59901098901099,14.1512087912088
1419,2018,"spring",304.38,2.00413043478261,13.9333695652174
1419,2018,"summer",437.4,16.2673913043478,27.5605434782609
1419,2018,"winter",164.54,-10.1432222222222,-0.214555555555556
1419,2019,"fall",432.35,4.81659340659341,14.3923076923077
1419,2019,"spring",412.27,2.00326086956522,13.1407608695652
1419,2019,"summer",295.51,15.8726086956522,27.3009782608696
1419,2019,"winter",226.07,-9.05311111111111,-0.233666666666667
1419,2020,"fall",287.23,4.68956043956044,16.1654945054945
1419,2020,"spring",455.76,2.98891304347826,14.0555434782609
1419,2020,"summer",218.81,16.3330434782609,28.6678260869565
1419,2020,"winter",145.96,-6.35659340659341,2.14494505494506
1419,2021,"fall",205.11,6.36010989010989,17.7010989010989
1419,2021,"spring",147.36,3.6345652173913,15.6945652173913
1419,2021,"summer",317.97,16.6009782608696,28.4085869565217
1419,2021,"winter",144.04,-9.31168539325843,-0.562696629213483
1419,2022,"fall",151.91,4.71758241758242,16.489010989011
1419,2022,"spring",352.96,3.37934782608696,14.0842391304348
1419,2022,"summer",396.88,15.7994565217391,27.2354347826087
1419,2022,"winter",138.23,-9.38855555555556,0.482111111111111
1419,2023,"fall",219.25,5.73032967032967,16.4446153846154
1419,2023,"spring",207.46,2.7695652173913,15.2054347826087
1419,2023,"summer",329.45,15.0177173913043,27.4184782608696
1419,2023,"winter",232.83,-6.50955555555556,1.72
1447,2012,"fall",235.52,5.10791208791209,16.080989010989
1447,2012,"spring",220.77,6.18402173913043,18.7482608695652
1447,2012,"summer",172.72,16.0341304347826,29.3627173913043
1447,2013,"fall",263.22,5.61615384615385,16.0779120879121
1447,2013,"spring",301.08,2.54902173913043,13.601847826087
1447,2013,"summer",299.4,14.8952173913043,26.6107608695652
1447,2013,"winter",238.55,-5.06202247191011,2.80123595505618
1447,2014,"fall",301.63,4.27230769230769,14.4932967032967
1447,2014,"spring",174.41,0.684021739130435,13.1267391304348
1447,2014,"summer",330.73,14.4641304347826,26.0633695652174
1447,2014,"winter",222.08,-10.6206666666667,-2.32722222222222
1447,2015,"fall",210.98,6.82186813186813,18.2421978021978
1447,2015,"spring",224.55,2.56858695652174,14.6746739130435
1447,2015,"summer",339.89,14.5079347826087,25.901847826087
1447,2015,"winter",143.27,-8.93877777777778,-0.715777777777778
1447,2016,"fall",249.86,8.02824175824176,18.8145054945055
1447,2016,"spring",298.04,3.52510869565217,15.3911956521739
1447,2016,"summer",497.3,15.7709782608696,28.1363043478261
1447,2016,"winter",231.45,-4.10351648351648,3.78923076923077
1447,2017,"fall",475.86,6.20516483516483,17.3371428571429
1447,2017,"spring",282.96,3.48260869565217,14.4088043478261
1447,2017,"summer",197.17,14.444347826087,26.860652173913
1447,2017,"winter",259.6,-4.45359550561798,3.49078651685393
1447,2018,"fall",276.39,6.0989010989011,14.9421978021978
1447,2018,"spring",344.87,2.29336956521739,13.6175
1447,2018,"summer",384.77,16.1598913043478,27.3815217391304
1447,2018,"winter",279.75,-7.42522222222222,1.37088888888889
1447,2019,"fall",377.14,5.99615384615385,15.4487912087912
1447,2019,"spring",357.7,2.37869565217391,13.2734782608696
1447,2019,"summer",275.9,15.4591304347826,27.0489130434783
1447,2019,"winter",203.57,-6.46088888888889,1.35966666666667
1447,2020,"fall",214.92,5.53505494505495,16.7784615384615
1447,2020,"spring",366.31,3.02021739130435,14.0178260869565
1447,2020,"summer",214.14,15.7698913043478,28.9610869565217
1447,2020,"winter",224.59,-4.07406593406593,3.52626373626374
1447,2021,"fall",301.09,7.69692307692308,17.7036263736264
1447,2021,"spring",118.7,3.30065217391304,16.2247826086957
1447,2021,"summer",459.68,16.8111956521739,28.1910869565217
1447,2021,"winter",137.92,-6.00325842696629,1.49123595505618
1447,2022,"fall",215.55,5.8467032967033,17.1018681318681
1447,2022,"spring",308.78,3.96423913043478,14.8571739130435
1447,2022,"summer",298.84,15.7514130434783,27.793152173913
1447,2022,"winter",190.2,-6.673,2.30477777777778
1447,2023,"fall",305.09,6.60648351648352,16.9246153846154
1447,2023,"spring",269.34,3.14902173913043,15.2964130434783
1447,2023,"summer",283.56,14.7705434782609,27.1485869565217
1447,2023,"winter",231.7,-3.38211111111111,3.63122222222222
1461,2012,"fall",167.97,3.56538461538462,15.6059340659341
1461,2012,"spring",193.12,4.79934782608696,18.6360869565217
1461,2012,"summer",158.36,14.6859782608696,29.6465217391304
1461,2013,"fall",183.48,3.8910989010989,15.7183516483516
1461,2013,"spring",247.78,1.5704347826087,13.6480434782609
1461,2013,"summer",355.37,14.5463043478261,26.5045652173913
